CrashSeverity,Latitude,Longitude
Property Damage Only,40.689331,-81.870786
Property Damage Only,40.926048,-81.956295
Property Damage Only,40.978123,-81.820664
Property Damage Only,40.955645,-82.069958
Property Damage Only,40.783808,-81.843978
Property Damage Only,40.756456,-81.745168
Property Damage Only,40.975482,-81.661782
Minor Injury Suspected,40.863658,-81.975903
Property Damage Only,40.755359,-81.930071
Injury Possible,40.951678,-81.739469
Property Damage Only,40.981389,-81.957939
Minor Injury Suspected,40.759005,-81.931219
Property Damage Only,40.92803,-81.740892
Property Damage Only,40.988506,-81.663142
Minor Injury Suspected,40.696673,-81.658854
Property Damage Only,40.853528,-81.941753
Property Damage Only,40.858897,-81.809001
Property Damage Only,40.885022,-81.918589
Property Damage Only,40.788008,-82.082262
Property Damage Only,40.939562,-82.10119
Property Damage Only,40.796555,-81.750294
Fatal,40.972549,-82.109632
Minor Injury Suspected,40.869187,-81.76351
Property Damage Only,40.762916,-81.794004
Minor Injury Suspected,40.740994,-81.724021
Serious Injury Suspected,40.720527,-82.060258
Property Damage Only,40.762843,-81.931949
Minor Injury Suspected,40.872769,-82.097435
Property Damage Only,40.901925,-81.79164
Property Damage Only,40.922847,-81.985616
Minor Injury Suspected,40.901502,-81.763021
Minor Injury Suspected,40.723031,-81.690094
Property Damage Only,40.945842,-81.855653
Minor Injury Suspected,40.798491,-81.896693
Minor Injury Suspected,40.947802,-81.936854
Property Damage Only,40.741169,-81.782463
Property Damage Only,40.970564,-82.050602
Property Damage Only,40.902198,-81.803296
Property Damage Only,40.740721,-81.877135
Injury Possible,40.902034,-81.80341
Serious Injury Suspected,40.792543,-81.804405
Property Damage Only,40.961307,-81.659293
Minor Injury Suspected,40.812355,-81.782571
Property Damage Only,40.810295,-81.844074
Injury Possible,40.733321,-81.972371
Property Damage Only,40.749063,-81.857027
Minor Injury Suspected,40.829415,-81.834216
Property Damage Only,40.859153,-81.792782
Property Damage Only,40.695696,-81.736477
Property Damage Only,40.711553,-81.944724
Property Damage Only,40.968387,-82.052972
Property Damage Only,40.963233,-82.059156
Minor Injury Suspected,40.915517,-82.091287
Property Damage Only,40.947019,-81.864191
Property Damage Only,40.752505,-81.814216
Property Damage Only,40.801769,-81.755333
Property Damage Only,40.7481,-81.90539
Minor Injury Suspected,40.74561,-81.77523
Serious Injury Suspected,40.879929,-81.950905
Property Damage Only,40.865379,-81.993443
Property Damage Only,40.889126,-82.073197
Property Damage Only,40.793101,-81.953504
Minor Injury Suspected,40.796193,-81.755148
Property Damage Only,40.865748,-81.874769
Property Damage Only,40.791754,-82.066364
Property Damage Only,40.857826,-82.108069
Minor Injury Suspected,40.697218,-81.784662
Property Damage Only,40.796514,-81.76512
Property Damage Only,40.894382,-81.933471
Property Damage Only,40.695233,-81.808215
Property Damage Only,40.945414,-81.897814
Property Damage Only,40.799274,-81.912347
Property Damage Only,40.766717,-82.072121
Property Damage Only,40.804314,-81.913883
Injury Possible,40.711002,-81.88455
Minor Injury Suspected,40.9466,-81.902375
Minor Injury Suspected,40.957678,-82.113307
Serious Injury Suspected,40.796742,-81.880774
Minor Injury Suspected,40.733574,-81.664239
Property Damage Only,40.952842,-81.739164
Property Damage Only,40.733745,-81.819398
Property Damage Only,40.939562,-82.10119
Property Damage Only,40.729618,-81.819422
Property Damage Only,40.677085,-81.870743
Property Damage Only,40.796802,-81.746316
Property Damage Only,40.97744,-82.043448
Minor Injury Suspected,40.969616,-82.051993
Property Damage Only,40.970785,-81.730816
Minor Injury Suspected,40.82996,-81.815771
Property Damage Only,40.981249,-81.647576
Property Damage Only,40.971482,-82.111266
Property Damage Only,40.985522,-82.036833
Property Damage Only,40.986021,-82.036156
Serious Injury Suspected,40.922094,-82.127499
Property Damage Only,40.791061,-81.796239
Property Damage Only,40.941678,-81.993626
Minor Injury Suspected,40.689068,-81.905347
Property Damage Only,40.737833,-81.818013
Property Damage Only,40.978517,-82.043492
Property Damage Only,40.804142,-81.913992
Property Damage Only,40.763277,-82.086864
Minor Injury Suspected,40.80391,-81.913684
Property Damage Only,40.706562,-82.091165
Property Damage Only,40.813905,-81.682314
Property Damage Only,40.85984,-81.725308
Fatal,40.675659,-81.817742
Injury Possible,40.738462,-81.74527
Property Damage Only,40.923644,-81.763226
Property Damage Only,40.72617,-81.789821
Property Damage Only,40.84166,-81.877666
Property Damage Only,40.795529,-81.914693
Minor Injury Suspected,40.796261,-81.755084
Property Damage Only,40.902427,-81.704964
Fatal,40.925662,-82.12459
Property Damage Only,40.974959,-82.046762
Property Damage Only,40.729825,-81.97308
Property Damage Only,40.898929,-81.673433
Property Damage Only,40.835986,-81.953161
Minor Injury Suspected,40.758276,-81.992011
Minor Injury Suspected,40.946232,-81.783279
Property Damage Only,40.800826,-81.818305
Minor Injury Suspected,40.94648,-81.763531
Injury Possible,40.794741,-81.809782
Property Damage Only,40.941869,-82.094637
Property Damage Only,40.875025,-81.763435
Property Damage Only,40.861797,-81.953923
Injury Possible,40.927836,-82.008181
Injury Possible,40.740419,-81.823381
Minor Injury Suspected,40.913338,-81.981558
Serious Injury Suspected,40.988493,-81.678868
Minor Injury Suspected,40.855615,-82.040512
Property Damage Only,40.777383,-81.843821
Property Damage Only,40.755894,-81.765318
Property Damage Only,40.928396,-81.649694
Property Damage Only,40.828496,-81.896786
Property Damage Only,40.960304,-81.660033
Injury Possible,40.932388,-81.763431
Property Damage Only,40.94085,-82.097181
Property Damage Only,40.670796,-81.938832
Serious Injury Suspected,40.753827,-81.673116
Injury Possible,40.76387,-81.744873
Minor Injury Suspected,40.802637,-82.011848
Minor Injury Suspected,40.87035,-81.848078
Property Damage Only,40.821887,-81.731617
Serious Injury Suspected,40.982192,-81.855892
Injury Possible,40.915335,-81.95512
Property Damage Only,40.784707,-81.843966
Property Damage Only,40.796318,-81.765414
Property Damage Only,40.741529,-81.81567
Property Damage Only,40.955671,-82.067533
Injury Possible,40.904478,-82.108595
Fatal,40.902209,-81.762918
Minor Injury Suspected,40.959996,-81.659154
Property Damage Only,40.858877,-81.823291
Minor Injury Suspected,40.693977,-81.699183
Property Damage Only,40.936,-82.10808
Property Damage Only,40.708356,-81.68132
Property Damage Only,40.828488,-81.891917
Minor Injury Suspected,40.88249,-81.91899
Property Damage Only,40.942622,-81.74578
Property Damage Only,40.687452,-81.852078
Property Damage Only,40.797866,-82.038592
Property Damage Only,40.843244,-81.878064
Property Damage Only,40.924905,-81.763518
Property Damage Only,40.795355,-82.050915
Property Damage Only,40.781813,-81.959111
Property Damage Only,40.940746,-82.098004
Property Damage Only,40.798769,-81.91129
Property Damage Only,40.9647,-82.05704
Property Damage Only,40.799626,-81.844047
Property Damage Only,40.935099,-82.055877
Minor Injury Suspected,40.94595,-81.783434
Property Damage Only,40.864988,-81.911245
Property Damage Only,40.82985,-81.820332
Property Damage Only,40.95994,-81.995316
Property Damage Only,40.782805,-81.678144
Property Damage Only,40.956329,-82.066866
Property Damage Only,40.930304,-81.727813
Property Damage Only,40.789015,-81.956881
Minor Injury Suspected,40.823604,-81.719589
Property Damage Only,40.963963,-82.058603
Property Damage Only,40.796412,-81.784946
Property Damage Only,40.799062,-82.032132
Minor Injury Suspected,40.715396,-82.073388
Minor Injury Suspected,40.833446,-81.953404
Property Damage Only,40.957535,-81.659035
Minor Injury Suspected,40.945355,-81.902817
Property Damage Only,40.764762,-81.963155
Property Damage Only,40.796019,-81.905298
Property Damage Only,40.675953,-81.870119
Property Damage Only,40.792259,-81.952346
Property Damage Only,40.797495,-81.668806
Property Damage Only,40.720388,-82.06047
Minor Injury Suspected,40.87366,-81.763362
Property Damage Only,40.972395,-82.109993
Property Damage Only,40.809058,-81.834558
Property Damage Only,40.683092,-82.052532
Minor Injury Suspected,40.963416,-82.086068
Minor Injury Suspected,40.784186,-82.124492
Property Damage Only,40.690077,-81.879044
Property Damage Only,40.810233,-82.028036
Serious Injury Suspected,40.920978,-81.655974
Injury Possible,40.869233,-81.763468
Property Damage Only,40.888605,-81.819113
Property Damage Only,40.809773,-81.682864
Minor Injury Suspected,40.884416,-82.108837
Property Damage Only,40.96359,-81.718194
Property Damage Only,40.944489,-81.956609
Property Damage Only,40.791084,-81.79739
Property Damage Only,40.807393,-82.022649
Property Damage Only,40.942905,-82.092988
Property Damage Only,40.668386,-82.108664
Property Damage Only,40.953955,-82.109465
Property Damage Only,40.965951,-82.055581
Property Damage Only,40.980452,-81.695976
Minor Injury Suspected,40.87585,-81.861324
Property Damage Only,40.797494,-81.924808
Property Damage Only,40.950968,-82.083656
Minor Injury Suspected,40.680059,-81.720093
Property Damage Only,40.897674,-82.023833
Serious Injury Suspected,40.962498,-82.024587
Minor Injury Suspected,40.755825,-81.745154
Minor Injury Suspected,40.768001,-82.007064
Minor Injury Suspected,40.740561,-81.823661
Property Damage Only,40.791666,-81.789426
Property Damage Only,40.792994,-81.806926
Property Damage Only,40.793415,-81.952028
Property Damage Only,40.771355,-81.972923
Property Damage Only,40.85452,-82.038641
Property Damage Only,40.955956,-81.994661
Property Damage Only,40.799541,-81.905041
Property Damage Only,40.916598,-81.788824
Property Damage Only,40.756357,-81.745146
Serious Injury Suspected,40.888497,-81.706707
Property Damage Only,40.789712,-81.999105
Property Damage Only,40.767389,-81.90539
Property Damage Only,40.708084,-81.745928
Property Damage Only,40.800616,-82.022657
Property Damage Only,40.898447,-81.705798
Minor Injury Suspected,40.965825,-81.829036
Serious Injury Suspected,40.733767,-81.668185
Property Damage Only,40.755727,-81.796666
Property Damage Only,40.834909,-82.100438
Property Damage Only,40.945985,-81.848109
Minor Injury Suspected,40.944558,-81.95009
Minor Injury Suspected,40.92315,-82.108995
Property Damage Only,40.945201,-81.902872
Property Damage Only,40.945636,-81.883947
Property Damage Only,40.946919,-82.082442
Property Damage Only,40.757468,-81.876862
Property Damage Only,40.983172,-82.039181
Property Damage Only,40.969983,-81.718398
Property Damage Only,40.97219,-82.049428
Property Damage Only,40.779515,-81.968688
Property Damage Only,40.76444,-81.898024
Minor Injury Suspected,40.796717,-81.678044
Property Damage Only,40.844444,-81.802952
Property Damage Only,40.82941,-81.803776
Property Damage Only,40.68958,-82.053208
Property Damage Only,40.887493,-81.706299
Property Damage Only,40.969091,-81.710104
Property Damage Only,40.836663,-82.002932
Property Damage Only,40.929488,-82.120262
Minor Injury Suspected,40.741227,-81.743926
Property Damage Only,40.770866,-81.972999
Property Damage Only,40.795674,-81.901639
Property Damage Only,40.670418,-82.100527
Minor Injury Suspected,40.991663,-82.110201
Property Damage Only,40.873178,-81.763852
Property Damage Only,40.840856,-81.84265
Property Damage Only,40.973169,-81.7364
Property Damage Only,40.885966,-81.822826
Minor Injury Suspected,40.746892,-81.807434
Property Damage Only,40.887402,-82.052803
Property Damage Only,40.780188,-82.089039
Injury Possible,40.902032,-81.782421
Property Damage Only,40.782593,-81.95763
Property Damage Only,40.804347,-81.866432
Property Damage Only,40.951854,-82.084288
Property Damage Only,40.672468,-81.870813
Property Damage Only,40.676438,-81.870688
Property Damage Only,40.784566,-81.958876
Minor Injury Suspected,40.894188,-81.934617
Property Damage Only,40.973647,-82.035439
Property Damage Only,40.858094,-81.953569
Property Damage Only,40.777552,-81.969497
Property Damage Only,40.777361,-81.843948
Property Damage Only,40.667993,-82.004597
Property Damage Only,40.689067,-81.878308
Minor Injury Suspected,40.945078,-81.902925
Property Damage Only,40.756206,-81.996026
Property Damage Only,40.942654,-81.658544
Minor Injury Suspected,40.951376,-81.68175
Property Damage Only,40.755573,-81.691277
Property Damage Only,40.873833,-81.84237
Injury Possible,40.763445,-81.896034
Property Damage Only,40.858014,-82.083847
Property Damage Only,40.7977,-81.668207
Minor Injury Suspected,40.936421,-82.020804
Property Damage Only,40.963187,-82.122142
Property Damage Only,40.747059,-81.692285
Property Damage Only,40.936846,-82.105319
Property Damage Only,40.918051,-81.782271
Minor Injury Suspected,40.945839,-81.797155
Minor Injury Suspected,40.940977,-81.657489
Minor Injury Suspected,40.858203,-81.9752
Property Damage Only,40.922891,-81.782613
Property Damage Only,40.75001,-82.1237
Property Damage Only,40.894729,-81.812561
Property Damage Only,40.88824,-81.772578
Property Damage Only,40.78511,-81.895756
Property Damage Only,40.773281,-81.928603
Property Damage Only,40.888614,-81.729571
Injury Possible,40.797724,-82.039159
Property Damage Only,40.937491,-82.103611
Minor Injury Suspected,40.85799,-82.054172
Minor Injury Suspected,40.805068,-82.013538
Property Damage Only,40.674673,-81.857235
Property Damage Only,40.677028,-81.869216
Property Damage Only,40.796717,-81.757117
Minor Injury Suspected,40.822138,-81.77484
Minor Injury Suspected,40.694551,-81.811239
Property Damage Only,40.965243,-82.121421
Property Damage Only,40.940305,-82.099903
Property Damage Only,40.940248,-82.098695
Property Damage Only,40.949011,-82.077998
Property Damage Only,40.947288,-82.081635
Property Damage Only,40.682393,-81.952398
Minor Injury Suspected,40.724475,-81.784476
Property Damage Only,40.934319,-82.109389
Fatal,40.747966,-81.80733
Property Damage Only,40.779489,-81.968662
Property Damage Only,40.982357,-82.054334
Property Damage Only,40.667622,-81.923764
Fatal,40.847989,-81.979113
Property Damage Only,40.711671,-81.944163
Property Damage Only,40.695441,-81.74025
Property Damage Only,40.804426,-81.913968
Minor Injury Suspected,40.946017,-81.763634
Property Damage Only,40.941322,-82.096552
Property Damage Only,40.806582,-82.017138
Property Damage Only,40.761129,-81.931512
Property Damage Only,40.944424,-81.95642
Minor Injury Suspected,40.751714,-81.980559
Property Damage Only,40.930275,-81.956258
Serious Injury Suspected,40.955467,-82.068481
Injury Possible,40.960712,-81.65918
Minor Injury Suspected,40.796732,-81.769084
Minor Injury Suspected,40.671706,-82.004712
Property Damage Only,40.924339,-82.125451
Minor Injury Suspected,40.670069,-81.704551
Minor Injury Suspected,40.857695,-81.906124
Property Damage Only,40.929136,-82.109046
Minor Injury Suspected,40.796891,-81.675339
Property Damage Only,40.67255,-81.732951
Property Damage Only,40.903472,-82.052084
Minor Injury Suspected,40.799352,-81.967656
Property Damage Only,40.769511,-81.975647
Minor Injury Suspected,40.732534,-81.806316
Property Damage Only,40.878584,-82.10831
Minor Injury Suspected,40.711094,-81.905825
Injury Possible,40.729311,-82.019126
Property Damage Only,40.795111,-81.698317
Property Damage Only,40.874308,-81.841747
Property Damage Only,40.844548,-81.897054
Minor Injury Suspected,40.671259,-81.923861
Property Damage Only,40.981527,-81.896134
Property Damage Only,40.945499,-82.086301
Minor Injury Suspected,40.936066,-82.109494
Minor Injury Suspected,40.767763,-81.725143
Property Damage Only,40.8887,-81.779845
Property Damage Only,40.859812,-81.770453
Property Damage Only,40.94594,-81.763603
Property Damage Only,40.674434,-81.884101
Property Damage Only,40.868836,-81.921992
Property Damage Only,40.974276,-82.077542
Property Damage Only,40.929537,-81.956374
Minor Injury Suspected,40.702899,-81.655201
Property Damage Only,40.927407,-82.122121
Property Damage Only,40.865228,-82.003822
Injury Possible,40.75586,-81.753438
Injury Possible,40.879296,-81.934721
Minor Injury Suspected,40.836834,-81.829232
Property Damage Only,40.799622,-81.943219
Property Damage Only,40.762084,-81.963101
Property Damage Only,40.67523,-81.811771
Injury Possible,40.795621,-81.812129
Property Damage Only,40.949432,-82.077769
Property Damage Only,40.796743,-82.004592
Minor Injury Suspected,40.85898,-81.784112
Property Damage Only,40.768522,-82.005031
Minor Injury Suspected,40.909036,-81.797832
Property Damage Only,40.799896,-81.735379
Minor Injury Suspected,40.756576,-81.863189
Property Damage Only,40.808371,-82.022694
Property Damage Only,40.737826,-81.818006
Property Damage Only,40.799124,-82.022822
Minor Injury Suspected,40.756905,-81.994559
Property Damage Only,40.793131,-81.956515
Minor Injury Suspected,40.788069,-81.755259
Fatal,40.944467,-81.956414
Property Damage Only,40.988201,-81.753197
Minor Injury Suspected,40.671535,-82.025223
Minor Injury Suspected,40.792402,-81.982717
Property Damage Only,40.991608,-82.110084
Property Damage Only,40.878713,-82.108523
Serious Injury Suspected,40.697293,-81.797222
Minor Injury Suspected,40.985774,-81.938609
Minor Injury Suspected,40.945902,-81.799592
Serious Injury Suspected,40.946266,-81.766866
Property Damage Only,40.6949,-82.004795
Property Damage Only,40.927381,-81.740705
Property Damage Only,40.799556,-81.976877
Property Damage Only,40.982814,-82.039449
Injury Possible,40.798716,-81.888012
Serious Injury Suspected,40.727909,-81.794682
Property Damage Only,40.972901,-81.78043
Minor Injury Suspected,40.793248,-81.960687
Minor Injury Suspected,40.872695,-81.98919
Property Damage Only,40.689852,-81.878295
Minor Injury Suspected,40.945882,-81.902771
Minor Injury Suspected,40.75573,-81.731726
Minor Injury Suspected,40.694301,-81.696153
Property Damage Only,40.932487,-82.125571
Property Damage Only,40.689045,-81.882154
Property Damage Only,40.828316,-81.900734
Minor Injury Suspected,40.892283,-81.815429
Property Damage Only,40.858179,-81.886407
Minor Injury Suspected,40.70654,-82.091141
Property Damage Only,40.785897,-81.961421
Property Damage Only,40.869033,-81.763644
Property Damage Only,40.988158,-81.748531
Property Damage Only,40.729634,-81.940278
Minor Injury Suspected,40.720537,-81.774255
Property Damage Only,40.721407,-81.776282
Minor Injury Suspected,40.726255,-81.843795
Property Damage Only,40.987799,-81.75379
Minor Injury Suspected,40.822298,-81.779517
Property Damage Only,40.865923,-81.878063
Property Damage Only,40.858037,-82.020499
Property Damage Only,40.798104,-81.657845
Property Damage Only,40.968132,-81.709831
Serious Injury Suspected,40.760972,-81.987591
Property Damage Only,40.945846,-81.746223
Property Damage Only,40.777367,-81.844069
Property Damage Only,40.761143,-81.671226
Property Damage Only,40.696241,-81.717439
Minor Injury Suspected,40.877501,-81.836421
Property Damage Only,40.693658,-81.696754
Property Damage Only,40.985041,-81.864274
Property Damage Only,40.757216,-81.875941
Property Damage Only,40.94947,-82.076652
Property Damage Only,40.924275,-82.125901
Minor Injury Suspected,40.921972,-82.083751
Property Damage Only,40.821748,-81.700618
Property Damage Only,40.796183,-81.677951
Minor Injury Suspected,40.776433,-81.84393
Property Damage Only,40.764533,-81.898477
Property Damage Only,40.838639,-82.098627
Minor Injury Suspected,40.942476,-82.09257
Property Damage Only,40.786188,-82.091856
Property Damage Only,40.874031,-81.842179
Property Damage Only,40.950441,-82.075306
Property Damage Only,40.796488,-81.679345
Fatal,40.697875,-81.692397
Minor Injury Suspected,40.865087,-81.993587
Property Damage Only,40.798175,-81.850209
Minor Injury Suspected,40.682903,-81.674954
Property Damage Only,40.826152,-82.05674
Minor Injury Suspected,40.71103,-81.891788
Injury Possible,40.716861,-81.746263
Serious Injury Suspected,40.667477,-81.944687
Minor Injury Suspected,40.799889,-82.096283
Property Damage Only,40.816297,-81.91518
Minor Injury Suspected,40.800415,-82.025451
Injury Possible,40.821924,-81.764862
Minor Injury Suspected,40.757324,-81.877652
Property Damage Only,40.734142,-81.668197
Property Damage Only,40.865073,-81.763194
Minor Injury Suspected,40.829582,-81.792375
Minor Injury Suspected,40.777772,-81.788979
Injury Possible,40.913552,-81.763097
Property Damage Only,40.988546,-81.704224
Property Damage Only,40.871766,-81.76333
Property Damage Only,40.879812,-81.944449
Property Damage Only,40.678885,-81.745752
Minor Injury Suspected,40.885929,-82.122428
Property Damage Only,40.85747,-81.89719
Property Damage Only,40.8441,-81.725431
Minor Injury Suspected,40.968518,-81.719928
Property Damage Only,40.972403,-82.110089
Injury Possible,40.945859,-81.794373
Property Damage Only,40.970386,-81.647776
Property Damage Only,40.83149,-81.741402
Property Damage Only,40.790145,-81.843886
Property Damage Only,40.70842,-81.946589
Minor Injury Suspected,40.927752,-81.740837
Injury Possible,40.930005,-82.109048
Property Damage Only,40.798972,-81.708172
Property Damage Only,40.915635,-82.045744
Property Damage Only,40.986406,-82.036129
Property Damage Only,40.858092,-82.043331
Property Damage Only,40.871622,-81.960103
Property Damage Only,40.954353,-82.069575
Property Damage Only,40.954353,-82.069575
Injury Possible,40.933332,-82.114367
Property Damage Only,40.879874,-81.953776
Injury Possible,40.858194,-81.975378
Serious Injury Suspected,40.84216,-81.676609
Minor Injury Suspected,40.963908,-82.07616
Minor Injury Suspected,40.926139,-81.76266
Injury Possible,40.955202,-82.068333
Serious Injury Suspected,40.935277,-82.055886
Property Damage Only,40.795343,-81.918411
Minor Injury Suspected,40.965831,-81.812391
Minor Injury Suspected,40.767742,-82.023375
Property Damage Only,40.899163,-81.67298
Property Damage Only,40.964718,-82.057712
Minor Injury Suspected,40.929336,-81.650133
Property Damage Only,40.951566,-81.901197
Property Damage Only,40.966057,-82.055758
Property Damage Only,40.759442,-81.975785
Property Damage Only,40.777425,-81.668484
Property Damage Only,40.901064,-81.976038
Property Damage Only,40.937174,-82.104092
Property Damage Only,40.943744,-81.647735
Minor Injury Suspected,40.671073,-81.92385
Serious Injury Suspected,40.945424,-81.902962
Property Damage Only,40.983276,-81.976995
Property Damage Only,40.955563,-81.736391
Minor Injury Suspected,40.840167,-82.073705
Property Damage Only,40.804959,-82.06094
Serious Injury Suspected,40.785721,-82.091737
Minor Injury Suspected,40.929235,-82.037881
Property Damage Only,40.871619,-81.845709
Property Damage Only,40.857875,-81.896681
Property Damage Only,40.87925,-81.833507
Property Damage Only,40.796077,-81.779247
Property Damage Only,40.945805,-81.83929
Property Damage Only,40.915101,-82.108863
Property Damage Only,40.83783,-81.80401
Property Damage Only,40.9424,-81.996987
Property Damage Only,40.906221,-81.800235
Property Damage Only,40.829539,-81.813825
Property Damage Only,40.969587,-82.051316
Property Damage Only,40.806376,-82.079028
Property Damage Only,40.762965,-81.984765
Property Damage Only,40.709298,-81.834076
Serious Injury Suspected,40.982241,-81.855978
Injury Possible,40.968124,-81.710252
Property Damage Only,40.722196,-81.745603
Serious Injury Suspected,40.962912,-81.832876
Injury Possible,40.926068,-81.762898
Injury Possible,40.95811,-81.957249
Injury Possible,40.98801,-81.753502
Property Damage Only,40.901069,-81.733749
Fatal,40.902828,-81.762878
Minor Injury Suspected,40.763691,-81.69101
Fatal,40.915199,-81.981752
Serious Injury Suspected,40.712016,-81.748106
Property Damage Only,40.988543,-81.994826
Property Damage Only,40.873801,-81.84233
Minor Injury Suspected,40.946416,-82.082278
Injury Possible,40.916184,-81.840913
Property Damage Only,40.797423,-81.746729
Property Damage Only,40.811333,-81.99121
Minor Injury Suspected,40.802676,-81.913143
Property Damage Only,40.873873,-81.79889
Property Damage Only,40.778683,-81.941343
Property Damage Only,40.689232,-81.878215
Property Damage Only,40.880462,-81.95125
Injury Possible,40.848589,-81.676778
Minor Injury Suspected,40.960632,-81.710686
Property Damage Only,40.93526,-81.782923
Property Damage Only,40.870622,-81.697752
Minor Injury Suspected,40.829607,-81.80038
Serious Injury Suspected,40.857817,-81.877923
Property Damage Only,40.979397,-81.744207
Property Damage Only,40.965941,-81.712015
Property Damage Only,40.938974,-82.102022
Property Damage Only,40.714877,-81.893428
Minor Injury Suspected,40.796038,-81.918312
Property Damage Only,40.704131,-82.048993
Property Damage Only,40.96236,-82.123462
Injury Possible,40.942209,-81.657645
Injury Possible,40.974373,-81.938254
Minor Injury Suspected,40.733625,-81.697078
Property Damage Only,40.79539,-81.694124
Property Damage Only,40.799099,-81.860026
Property Damage Only,40.779411,-81.944252
Minor Injury Suspected,40.873982,-81.84233
Injury Possible,40.857763,-81.877958
Minor Injury Suspected,40.858087,-81.87785
Minor Injury Suspected,40.93427,-82.109401
Property Damage Only,40.799506,-82.009619
Serious Injury Suspected,40.916645,-81.782802
Minor Injury Suspected,40.835881,-81.749514
Property Damage Only,40.988373,-81.737006
Minor Injury Suspected,40.945949,-81.763641
Minor Injury Suspected,40.867395,-81.976763
Property Damage Only,40.892341,-81.815371
Property Damage Only,40.981721,-81.692625
Minor Injury Suspected,40.874831,-81.840236
Property Damage Only,40.945441,-81.902905
Property Damage Only,40.740968,-81.816012
Property Damage Only,40.824848,-81.700815
Property Damage Only,40.72628,-81.862838
Minor Injury Suspected,40.793116,-81.982638
Property Damage Only,40.707594,-81.682964
Property Damage Only,40.870142,-81.647746
Minor Injury Suspected,40.694044,-81.70334
Minor Injury Suspected,40.857857,-81.876349
Minor Injury Suspected,40.74106,-81.775209
Property Damage Only,40.872611,-81.705736
Minor Injury Suspected,40.988326,-81.663317
Minor Injury Suspected,40.823034,-81.803593
Property Damage Only,40.751294,-81.97278
Property Damage Only,40.79789,-81.844238
Property Damage Only,40.829156,-81.843587
Minor Injury Suspected,40.693084,-81.784454
Minor Injury Suspected,40.748146,-81.745046
Property Damage Only,40.930539,-81.905601
Property Damage Only,40.924852,-81.765084
Property Damage Only,40.874759,-81.840247
Minor Injury Suspected,40.692991,-81.820179
Property Damage Only,40.772064,-81.9183
Property Damage Only,40.675302,-81.776041
Minor Injury Suspected,40.826908,-82.025084
Property Damage Only,40.674303,-81.887889
Property Damage Only,40.724705,-81.784363
Minor Injury Suspected,40.914431,-82.011694
Minor Injury Suspected,40.925512,-81.76359
Property Damage Only,40.971802,-82.110386
Property Damage Only,40.936465,-82.107147
Minor Injury Suspected,40.924368,-81.765415
Property Damage Only,40.793716,-81.807941
Minor Injury Suspected,40.828549,-81.895887
Property Damage Only,40.685665,-81.67897
Minor Injury Suspected,40.691024,-81.701683
Property Damage Only,40.90141,-81.878323
Injury Possible,40.956472,-81.899574
Property Damage Only,40.919016,-81.738094
Property Damage Only,40.763601,-81.895736
Property Damage Only,40.873743,-81.803733
Fatal,40.785909,-81.961651
Minor Injury Suspected,40.824975,-81.700496
Property Damage Only,40.926861,-81.93677
Property Damage Only,40.879054,-82.108606
Property Damage Only,40.797045,-82.004801
Minor Injury Suspected,40.898212,-81.681418
Property Damage Only,40.792781,-81.975527
Minor Injury Suspected,40.744714,-81.876873
Property Damage Only,40.878413,-82.108532
Property Damage Only,40.945795,-81.852549
Property Damage Only,40.863811,-81.842577
Property Damage Only,40.828548,-81.892746
Property Damage Only,40.807628,-82.096613
Property Damage Only,40.748334,-82.011015
Property Damage Only,40.842289,-81.890573
Minor Injury Suspected,40.72076,-81.69505
Property Damage Only,40.901797,-81.647788
Property Damage Only,40.96015,-82.063058
Property Damage Only,40.824724,-81.700633
Minor Injury Suspected,40.697173,-81.784862
Minor Injury Suspected,40.735387,-81.813509
Minor Injury Suspected,40.796828,-81.766243
Property Damage Only,40.801797,-81.98327
Serious Injury Suspected,40.945899,-81.76334
Property Damage Only,40.944538,-82.087999
Property Damage Only,40.902158,-81.761809
Property Damage Only,40.905872,-81.647907
Property Damage Only,40.93557,-82.108599
Injury Possible,40.8457,-82.073778
Property Damage Only,40.87243,-81.921011
Fatal,40.668143,-82.022824
Minor Injury Suspected,40.925565,-81.763306
Property Damage Only,40.70753,-81.736906
Property Damage Only,40.942337,-81.657879
Property Damage Only,40.868037,-81.686499
Property Damage Only,40.880246,-81.675626
Minor Injury Suspected,40.869891,-81.759496
Injury Possible,40.711761,-81.831119
Minor Injury Suspected,40.828702,-81.881658
Injury Possible,40.729113,-81.944178
Property Damage Only,40.79921,-82.016013
Property Damage Only,40.828609,-81.869817
Property Damage Only,40.95608,-81.735639
Property Damage Only,40.775933,-81.914196
Property Damage Only,40.75002,-81.832416
Property Damage Only,40.927892,-82.12152
Property Damage Only,40.795094,-81.693932
Minor Injury Suspected,40.92936,-81.988223
Property Damage Only,40.902177,-81.715595
Minor Injury Suspected,40.915345,-81.954973
Property Damage Only,40.935981,-81.681454
Property Damage Only,40.862287,-81.842664
Property Damage Only,40.79688,-81.77098
Property Damage Only,40.908902,-81.648179
Injury Possible,40.792243,-81.824246
Minor Injury Suspected,40.945269,-81.744017
Property Damage Only,40.898122,-81.822387
Property Damage Only,40.824395,-82.061983
Injury Possible,40.793274,-81.992421
Property Damage Only,40.764898,-81.898708
Property Damage Only,40.931351,-82.109364
Minor Injury Suspected,40.937753,-82.078687
Property Damage Only,40.802908,-81.821052
Minor Injury Suspected,40.773375,-81.971712
Property Damage Only,40.869295,-81.84987
