CrashSeverity,Latitude,Longitude
Fatal,40.814607,-81.835015
Minor Injury Suspected,40.900997,-81.975977
Property Damage Only,40.797356,-81.667801
Property Damage Only,40.917322,-81.780394
Property Damage Only,40.774977,-81.929786
Serious Injury Suspected,40.820123,-81.934003
Serious Injury Suspected,40.724514,-81.784703
Serious Injury Suspected,40.714861,-81.755938
Property Damage Only,40.931377,-81.811606
Injury Possible,40.755862,-81.762749
Serious Injury Suspected,40.894436,-81.934834
Property Damage Only,40.869834,-81.677967
Property Damage Only,40.792779,-81.777712
Property Damage Only,40.796686,-81.763606
Serious Injury Suspected,40.915643,-82.080864
Property Damage Only,40.93657,-82.10669
Property Damage Only,40.858125,-82.071163
Minor Injury Suspected,40.931107,-81.756662
Serious Injury Suspected,40.782266,-81.7676
Property Damage Only,40.987326,-82.035172
Property Damage Only,40.92327,-82.12667
Property Damage Only,40.785699,-82.092271
Property Damage Only,40.694235,-81.702325
Property Damage Only,40.676486,-81.87031
Minor Injury Suspected,40.8075,-82.1008
Minor Injury Suspected,40.723042,-81.943978
Property Damage Only,40.680472,-82.022286
Injury Possible,40.85889,-81.842739
Property Damage Only,40.676613,-82.084841
Minor Injury Suspected,40.743704,-82.018666
Injury Possible,40.797007,-81.678322
Minor Injury Suspected,40.915685,-81.789934
Property Damage Only,40.94471,-81.700363
Property Damage Only,40.755372,-81.844073
Property Damage Only,40.731988,-81.944191
Injury Possible,40.819149,-81.699865
Minor Injury Suspected,40.713331,-82.07907
Minor Injury Suspected,40.962941,-81.719061
Serious Injury Suspected,40.797365,-81.914357
Property Damage Only,40.758962,-81.745175
Minor Injury Suspected,40.965714,-81.822013
Property Damage Only,40.924109,-81.707309
Serious Injury Suspected,40.874633,-81.842449
Property Damage Only,40.816415,-82.112724
Property Damage Only,40.981792,-82.035295
Minor Injury Suspected,40.897507,-81.783059
Property Damage Only,40.777524,-81.668273
Minor Injury Suspected,40.892652,-81.814993
Serious Injury Suspected,40.945042,-81.99396
Property Damage Only,40.984135,-82.038458
Minor Injury Suspected,40.93612,-82.10923
Minor Injury Suspected,40.927093,-82.109032
Property Damage Only,40.899888,-81.69876
Injury Possible,40.719525,-81.674399
Property Damage Only,40.790039,-82.072313
Property Damage Only,40.831451,-81.743284
Minor Injury Suspected,40.821937,-81.764676
Minor Injury Suspected,40.711041,-81.746176
Injury Possible,40.951925,-82.022015
Serious Injury Suspected,40.902175,-81.762859
Property Damage Only,40.681511,-82.022134
Minor Injury Suspected,40.797175,-81.746817
Property Damage Only,40.94437,-81.662916
Injury Possible,40.71979,-81.674392
Property Damage Only,40.796304,-81.784929
Property Damage Only,40.849172,-81.878529
Property Damage Only,40.762933,-81.690423
Property Damage Only,40.811771,-81.783067
Property Damage Only,40.926429,-81.762317
Property Damage Only,40.933344,-81.653084
Minor Injury Suspected,40.945332,-81.902796
Minor Injury Suspected,40.800757,-81.726156
Property Damage Only,40.694233,-81.702331
Property Damage Only,40.987094,-81.663403
Property Damage Only,40.797354,-81.668472
Property Damage Only,40.784132,-81.648197
Property Damage Only,40.794714,-81.919294
Minor Injury Suspected,40.88811,-81.7631
Property Damage Only,40.746252,-81.859882
Property Damage Only,40.785242,-82.091429
Minor Injury Suspected,40.75554,-81.707301
Property Damage Only,40.756434,-81.863906
Property Damage Only,40.759322,-81.975919
Minor Injury Suspected,40.954241,-81.994443
Property Damage Only,40.824275,-81.764982
Minor Injury Suspected,40.80502,-82.01336
Property Damage Only,40.805007,-82.013366
Property Damage Only,40.949495,-81.783477
Property Damage Only,40.936829,-81.905194
Minor Injury Suspected,40.822213,-81.774605
Minor Injury Suspected,40.803046,-81.869976
Property Damage Only,40.728722,-81.695934
Property Damage Only,40.895426,-81.934584
Property Damage Only,40.888236,-81.783461
Property Damage Only,40.916454,-81.855537
Minor Injury Suspected,40.724932,-82.052554
Minor Injury Suspected,40.676307,-81.870955
Injury Possible,40.982328,-81.866011
Property Damage Only,40.80912,-81.844147
Minor Injury Suspected,40.922306,-81.956317
Serious Injury Suspected,40.67025,-81.784116
Fatal,40.923388,-81.782768
Property Damage Only,40.86897,-81.763492
Injury Possible,40.795575,-81.904442
Property Damage Only,40.873959,-81.842331
Injury Possible,40.777168,-81.93056
Property Damage Only,40.726884,-81.973091
Minor Injury Suspected,40.859617,-82.073819
Minor Injury Suspected,40.771577,-81.972554
Property Damage Only,40.944368,-81.956744
Property Damage Only,40.944421,-81.956682
Minor Injury Suspected,40.748111,-81.877089
Property Damage Only,40.90194,-81.803943
Property Damage Only,40.822137,-81.724686
Property Damage Only,40.872558,-82.073921
Property Damage Only,40.9656,-82.121683
Injury Possible,40.930103,-81.932336
Minor Injury Suspected,40.677358,-81.949348
Property Damage Only,40.794215,-81.919172
Property Damage Only,40.949931,-82.076445
Serious Injury Suspected,40.974316,-82.023533
Minor Injury Suspected,40.810437,-81.844125
Minor Injury Suspected,40.711824,-81.78505
Property Damage Only,40.829555,-81.845177
Minor Injury Suspected,40.797342,-81.74578
Property Damage Only,40.901906,-81.802585
Property Damage Only,40.844214,-81.80394
Property Damage Only,40.74125,-82.024009
Property Damage Only,40.914524,-81.79151
Minor Injury Suspected,40.67537,-81.803951
Minor Injury Suspected,40.797167,-81.746957
Property Damage Only,40.770914,-81.913928
Property Damage Only,40.935443,-81.990958
Property Damage Only,40.796765,-81.675632
Property Damage Only,40.798687,-81.86824
Minor Injury Suspected,40.916488,-81.975023
Property Damage Only,40.92407,-81.708518
Minor Injury Suspected,40.940053,-81.904001
Property Damage Only,40.942757,-82.092469
Property Damage Only,40.777394,-81.755017
Property Damage Only,40.865233,-81.945342
Serious Injury Suspected,40.821216,-81.765153
Property Damage Only,40.794551,-81.982677
Minor Injury Suspected,40.744799,-81.944314
Minor Injury Suspected,40.989087,-81.994875
Property Damage Only,40.930166,-82.081969
Property Damage Only,40.904736,-81.647917
Property Damage Only,40.904736,-81.647917
Property Damage Only,40.904736,-81.647917
Property Damage Only,40.910713,-81.648243
Minor Injury Suspected,40.77259,-81.972286
Minor Injury Suspected,40.811854,-81.844167
Property Damage Only,40.777914,-81.944027
Property Damage Only,40.938461,-82.081455
Property Damage Only,40.756124,-81.876869
Serious Injury Suspected,40.815772,-81.765452
Minor Injury Suspected,40.808909,-81.844024
Injury Possible,40.796574,-81.766324
Minor Injury Suspected,40.929185,-81.759024
Property Damage Only,40.874098,-81.841995
Property Damage Only,40.792942,-81.982584
Injury Possible,40.689058,-81.878515
Property Damage Only,40.888576,-81.819502
Property Damage Only,40.718884,-81.944249
Property Damage Only,40.824624,-82.063843
Injury Possible,40.710974,-81.697453
Property Damage Only,40.710311,-81.746015
Property Damage Only,40.858723,-81.812888
Property Damage Only,40.858073,-81.890015
Property Damage Only,40.801691,-82.03227
Serious Injury Suspected,40.802477,-82.009272
Minor Injury Suspected,40.797302,-81.668786
Property Damage Only,40.836483,-81.701658
Minor Injury Suspected,40.797771,-81.846931
Property Damage Only,40.792607,-81.988363
Property Damage Only,40.842659,-81.890381
Property Damage Only,40.793145,-81.992236
Injury Possible,40.873899,-81.842401
Property Damage Only,40.867596,-81.922129
Property Damage Only,40.903697,-81.914078
Property Damage Only,40.991426,-82.097043
Property Damage Only,40.987708,-81.967854
Property Damage Only,40.828806,-81.962987
Minor Injury Suspected,40.968514,-81.660952
Property Damage Only,40.796702,-81.757456
Minor Injury Suspected,40.925867,-82.052267
Property Damage Only,40.942459,-81.657879
Property Damage Only,40.822339,-81.784232
Property Damage Only,40.795828,-81.694081
Property Damage Only,40.802696,-82.013114
Property Damage Only,40.802511,-82.008763
Minor Injury Suspected,40.778358,-81.745342
Property Damage Only,40.893816,-81.916468
Property Damage Only,40.795636,-81.905412
Minor Injury Suspected,40.703083,-81.651541
Property Damage Only,40.814515,-81.728714
Minor Injury Suspected,40.873815,-81.723103
Property Damage Only,40.767161,-81.697678
Property Damage Only,40.679986,-81.817752
Minor Injury Suspected,40.960252,-81.738754
Property Damage Only,40.80288,-82.001336
Property Damage Only,40.795166,-82.051751
Property Damage Only,40.986795,-81.994896
Property Damage Only,40.797161,-81.746347
Minor Injury Suspected,40.91554,-82.081173
Property Damage Only,40.701239,-81.95039
Property Damage Only,40.79711,-81.91481
Property Damage Only,40.711354,-81.677023
Minor Injury Suspected,40.674516,-81.729615
Property Damage Only,40.988379,-81.731941
Property Damage Only,40.87378,-81.842373
Property Damage Only,40.828471,-81.874305
Property Damage Only,40.95263,-82.071536
Property Damage Only,40.937406,-82.103859
Property Damage Only,40.901827,-81.803796
Property Damage Only,40.901623,-81.727848
Injury Possible,40.963487,-81.718084
Minor Injury Suspected,40.730469,-81.908075
Minor Injury Suspected,40.784483,-81.900855
Minor Injury Suspected,40.761586,-81.986858
Injury Possible,40.87276,-81.706583
Property Damage Only,40.988427,-81.689541
Property Damage Only,40.972329,-82.04889
Minor Injury Suspected,40.721834,-81.74586
Property Damage Only,40.815125,-81.765263
Property Damage Only,40.811269,-81.980311
Property Damage Only,40.814705,-81.803588
Minor Injury Suspected,40.879792,-81.897469
Property Damage Only,40.694621,-81.703211
Minor Injury Suspected,40.700179,-81.700631
Property Damage Only,40.945403,-81.743873
Minor Injury Suspected,40.707603,-81.682983
Property Damage Only,40.924746,-81.764731
Injury Possible,40.693384,-81.754021
Minor Injury Suspected,40.724586,-82.053259
Property Damage Only,40.96448,-81.80235
Property Damage Only,40.817376,-81.774877
Minor Injury Suspected,40.94234,-81.657633
Property Damage Only,40.91823,-81.782262
Injury Possible,40.767365,-81.978473
Minor Injury Suspected,40.982357,-81.859023
Minor Injury Suspected,40.796383,-81.678258
Minor Injury Suspected,40.889986,-81.783389
Injury Possible,40.944975,-81.744221
Property Damage Only,40.888843,-81.803285
Property Damage Only,40.694383,-81.702812
Minor Injury Suspected,40.857849,-81.982849
Minor Injury Suspected,40.844316,-81.803942
Property Damage Only,40.93431,-82.109447
Property Damage Only,40.69437,-81.8124
Property Damage Only,40.676627,-81.870491
Property Damage Only,40.873859,-81.842274
Minor Injury Suspected,40.858884,-81.842517
Property Damage Only,40.727813,-81.995518
Minor Injury Suspected,40.797477,-81.844079
Property Damage Only,40.916845,-81.766521
Property Damage Only,40.776963,-81.843909
Property Damage Only,40.888087,-81.861162
Property Damage Only,40.702326,-81.658862
Property Damage Only,40.858314,-81.982995
Property Damage Only,40.865705,-81.956442
Property Damage Only,40.878735,-82.108488
Minor Injury Suspected,40.862271,-81.897435
Property Damage Only,40.802792,-81.820745
Injury Possible,40.943816,-81.743604
Property Damage Only,40.93729,-82.10355
Fatal,40.960273,-81.937762
Property Damage Only,40.922137,-82.081392
Property Damage Only,40.79562,-81.90999
Property Damage Only,40.800508,-81.990494
Minor Injury Suspected,40.725687,-81.665972
Injury Possible,40.942615,-81.658097
Property Damage Only,40.829999,-81.815455
Minor Injury Suspected,40.825155,-81.700487
Property Damage Only,40.901494,-81.702356
Property Damage Only,40.729851,-81.790102
Minor Injury Suspected,40.874029,-81.842278
Property Damage Only,40.682871,-82.126052
Minor Injury Suspected,40.857757,-82.00265
Minor Injury Suspected,40.974583,-82.011192
Property Damage Only,40.945807,-81.802017
Serious Injury Suspected,40.987475,-81.680678
Property Damage Only,40.744566,-81.744993
Minor Injury Suspected,40.754121,-81.842233
Property Damage Only,40.940043,-82.100009
Property Damage Only,40.942196,-82.093889
Injury Possible,40.797731,-81.660806
Property Damage Only,40.923298,-81.763261
Property Damage Only,40.923271,-81.763249
Property Damage Only,40.988567,-81.69022
Minor Injury Suspected,40.940339,-82.099801
Property Damage Only,40.737278,-82.030555
Property Damage Only,40.725333,-81.786663
Property Damage Only,40.798146,-81.657986
Property Damage Only,40.709493,-81.697688
Property Damage Only,40.798901,-81.902362
Property Damage Only,40.948651,-82.078262
Property Damage Only,40.792977,-81.962403
Property Damage Only,40.763652,-81.931538
Minor Injury Suspected,40.900947,-82.038346
Injury Possible,40.72775,-81.895632
Minor Injury Suspected,40.923118,-81.908664
Serious Injury Suspected,40.685419,-81.923568
Property Damage Only,40.825228,-81.764278
Minor Injury Suspected,40.87706,-81.83726
Minor Injury Suspected,40.79429,-81.808956
Property Damage Only,40.79514,-81.69256
Property Damage Only,40.900883,-82.108942
Minor Injury Suspected,40.822331,-81.724261
Property Damage Only,40.898736,-81.673765
Property Damage Only,40.728155,-81.895886
Minor Injury Suspected,40.873852,-81.842436
Minor Injury Suspected,40.916745,-81.748665
Minor Injury Suspected,40.94554,-81.783281
Property Damage Only,40.793003,-81.970595
Property Damage Only,40.933913,-81.905957
Injury Possible,40.842769,-82.048548
Minor Injury Suspected,40.898365,-81.67831
Minor Injury Suspected,40.763712,-81.896036
Property Damage Only,40.945912,-82.084692
Property Damage Only,40.872742,-81.705918
Property Damage Only,40.9022,-81.76562
Property Damage Only,40.982403,-82.064697
Property Damage Only,40.822423,-81.784401
Injury Possible,40.807713,-81.793371
Property Damage Only,40.934954,-81.75171
Property Damage Only,40.808936,-81.696246
Property Damage Only,40.931297,-81.756524
Property Damage Only,40.952305,-81.864505
Property Damage Only,40.903581,-81.913186
Minor Injury Suspected,40.822195,-81.779613
Property Damage Only,40.828549,-81.89452
Property Damage Only,40.937401,-82.109377
Property Damage Only,40.706646,-81.707109
Injury Possible,40.98805,-81.663377
Property Damage Only,40.886884,-81.763213
Serious Injury Suspected,40.751516,-81.648388
Minor Injury Suspected,40.945203,-81.744204
Minor Injury Suspected,40.873038,-81.706005
Property Damage Only,40.795917,-81.894108
Property Damage Only,40.858955,-81.842805
Property Damage Only,40.843047,-81.890931
Property Damage Only,40.959941,-81.659392
Property Damage Only,40.879958,-81.964666
Serious Injury Suspected,40.668308,-82.072967
Property Damage Only,40.873671,-81.842246
Property Damage Only,40.680736,-81.670364
Property Damage Only,40.784651,-82.100671
Minor Injury Suspected,40.797051,-81.746283
Serious Injury Suspected,40.824808,-81.700493
Property Damage Only,40.7455,-81.984284
Property Damage Only,40.828819,-81.962554
Property Damage Only,40.963537,-81.718143
Property Damage Only,40.981368,-81.73557
Property Damage Only,40.915062,-81.974988
Property Damage Only,40.797502,-81.665194
Property Damage Only,40.844275,-81.798998
Property Damage Only,40.919994,-81.648325
Property Damage Only,40.72472,-81.66724
Property Damage Only,40.928058,-82.121855
Property Damage Only,40.92294,-82.127499
Injury Possible,40.821954,-81.765069
Injury Possible,40.88598,-81.822767
Property Damage Only,40.842531,-81.877786
Property Damage Only,40.797731,-82.040351
Property Damage Only,40.838161,-81.929453
Property Damage Only,40.858145,-81.974246
Property Damage Only,40.798954,-81.865031
Minor Injury Suspected,40.800479,-81.722469
Property Damage Only,40.989121,-81.664124
Injury Possible,40.910118,-81.796853
Property Damage Only,40.961587,-82.109638
Fatal,40.974427,-82.018546
Minor Injury Suspected,40.942097,-81.657468
Minor Injury Suspected,40.874089,-81.84232
Property Damage Only,40.780727,-81.844019
Serious Injury Suspected,40.724561,-82.053187
Property Damage Only,40.967707,-82.054263
Serious Injury Suspected,40.872636,-81.706265
Property Damage Only,40.945886,-81.763639
Property Damage Only,40.788122,-81.93985
Serious Injury Suspected,40.840339,-81.842452
Property Damage Only,40.693663,-81.699672
Minor Injury Suspected,40.826321,-82.100531
Property Damage Only,40.972418,-82.049335
Property Damage Only,40.939686,-82.109232
Property Damage Only,40.874992,-81.840281
Property Damage Only,40.873921,-81.842132
Property Damage Only,40.797722,-81.664626
Serious Injury Suspected,40.845733,-81.975833
Property Damage Only,40.754037,-82.114011
Injury Possible,40.923796,-81.985806
Property Damage Only,40.876739,-81.920139
Property Damage Only,40.739908,-82.025621
Property Damage Only,40.857886,-82.01033
Property Damage Only,40.679896,-81.952237
Minor Injury Suspected,40.809776,-81.837346
Property Damage Only,40.943962,-82.116538
Property Damage Only,40.898349,-81.674739
Minor Injury Suspected,40.802025,-81.844114
Minor Injury Suspected,40.93342,-82.114193
Injury Possible,40.858191,-82.010766
Property Damage Only,40.892928,-81.91661
Property Damage Only,40.982446,-82.040248
Property Damage Only,40.973708,-81.97917
Injury Possible,40.711944,-81.842666
Injury Possible,40.740459,-81.696579
Property Damage Only,40.945296,-81.910665
Injury Possible,40.689305,-81.842232
Property Damage Only,40.697094,-81.709658
Minor Injury Suspected,40.892698,-81.815199
Property Damage Only,40.796387,-81.756603
Property Damage Only,40.799179,-81.685216
Minor Injury Suspected,40.795608,-81.905422
Property Damage Only,40.775036,-82.117413
Property Damage Only,40.804679,-81.865162
Property Damage Only,40.873614,-81.842401
Property Damage Only,40.746717,-81.929542
Property Damage Only,40.945919,-81.862221
Minor Injury Suspected,40.87363,-81.823034
Property Damage Only,40.967937,-81.709389
Property Damage Only,40.98787,-81.970128
Fatal,40.79642,-81.755861
Property Damage Only,40.723712,-81.744892
Minor Injury Suspected,40.962379,-81.7155
Property Damage Only,40.817578,-82.099291
Property Damage Only,40.809021,-81.97865
Property Damage Only,40.800205,-81.88108
Minor Injury Suspected,40.924129,-81.708168
Injury Possible,40.929109,-82.038489
Property Damage Only,40.955309,-81.994577
Property Damage Only,40.796924,-81.76775
Property Damage Only,40.916769,-81.778082
Property Damage Only,40.873902,-81.748895
Property Damage Only,40.726239,-81.861716
Minor Injury Suspected,40.796615,-81.767611
Minor Injury Suspected,40.857928,-81.877921
Property Damage Only,40.791868,-81.923305
Property Damage Only,40.941965,-81.657545
Property Damage Only,40.737773,-81.818021
Injury Possible,40.799623,-81.711695
Property Damage Only,40.778951,-81.913999
Property Damage Only,40.82906,-81.858322
Property Damage Only,40.942178,-82.006148
Property Damage Only,40.946145,-81.764266
Minor Injury Suspected,40.689125,-81.878385
Fatal,40.689032,-81.878684
Property Damage Only,40.676035,-81.726684
Property Damage Only,40.87968,-81.783682
Property Damage Only,40.755667,-81.754843
Minor Injury Suspected,40.734983,-82.062511
Property Damage Only,40.913144,-82.108776
Property Damage Only,40.752025,-81.929818
Property Damage Only,40.944902,-81.975926
Minor Injury Suspected,40.881861,-81.919127
Property Damage Only,40.988527,-81.694605
Property Damage Only,40.80456,-81.864851
Property Damage Only,40.894217,-81.916242
Property Damage Only,40.79722,-81.77995
Property Damage Only,40.90353,-81.925656
Minor Injury Suspected,40.973271,-81.743497
Property Damage Only,40.942805,-81.657595
Injury Possible,40.712626,-81.676258
Property Damage Only,40.888499,-81.706266
Property Damage Only,40.988551,-81.688364
Minor Injury Suspected,40.95424,-82.069969
Property Damage Only,40.755612,-81.745107
Minor Injury Suspected,40.797237,-81.746389
Property Damage Only,40.941969,-81.65694
Property Damage Only,40.892056,-81.878097
Minor Injury Suspected,40.886156,-81.969237
Property Damage Only,40.727487,-82.008231
Property Damage Only,40.682578,-81.67195
Minor Injury Suspected,40.79707,-81.675064
Property Damage Only,40.895642,-81.915494
Serious Injury Suspected,40.70216,-81.842498
Property Damage Only,40.888647,-81.803381
Property Damage Only,40.824906,-81.700509
Property Damage Only,40.795972,-81.811444
Injury Possible,40.865756,-81.873461
Minor Injury Suspected,40.973958,-81.957903
Property Damage Only,40.944737,-81.978287
Property Damage Only,40.942159,-82.094076
Injury Possible,40.952352,-82.072296
Minor Injury Suspected,40.952815,-81.957068
Property Damage Only,40.802977,-81.984243
Property Damage Only,40.945435,-81.763621
Minor Injury Suspected,40.722592,-81.998718
Serious Injury Suspected,40.736098,-81.824105
Property Damage Only,40.755782,-81.79662
Property Damage Only,40.864976,-81.842554
Property Damage Only,40.84024,-81.84248
Property Damage Only,40.893759,-81.916579
Property Damage Only,40.945767,-81.866914
Property Damage Only,40.802763,-82.009639
Property Damage Only,40.755874,-81.745442
Property Damage Only,40.942763,-82.092477
Property Damage Only,40.937285,-82.10413
Property Damage Only,40.798718,-81.911255
Property Damage Only,40.836439,-81.69239
Property Damage Only,40.929601,-82.119856
Property Damage Only,40.74819,-81.928773
Property Damage Only,40.919671,-82.108982
Property Damage Only,40.909978,-81.912099
Property Damage Only,40.952588,-81.715103
Property Damage Only,40.749104,-82.008996
Property Damage Only,40.713983,-82.006151
Minor Injury Suspected,40.839489,-82.099743
Property Damage Only,40.969471,-82.113566
Minor Injury Suspected,40.924946,-81.763483
Property Damage Only,40.963403,-81.717898
Injury Possible,40.748656,-81.691555
Property Damage Only,40.706513,-82.091127
Property Damage Only,40.812294,-81.84443
Serious Injury Suspected,40.807016,-81.812359
Property Damage Only,40.699827,-82.018261
Property Damage Only,40.739745,-81.988124
Minor Injury Suspected,40.783456,-81.74532
Minor Injury Suspected,40.667721,-81.971081
Property Damage Only,40.784249,-82.124009
Property Damage Only,40.689097,-81.687608
Property Damage Only,40.770518,-81.913348
Property Damage Only,40.757795,-82.117794
Minor Injury Suspected,40.763628,-81.931511
Injury Possible,40.796395,-81.882963
Property Damage Only,40.778024,-81.745703
Property Damage Only,40.914177,-81.763124
Property Damage Only,40.70678,-81.784383
Minor Injury Suspected,40.79694,-81.76784
Injury Possible,40.797041,-81.675603
Property Damage Only,40.951138,-81.783458
Property Damage Only,40.789384,-82.075612
Property Damage Only,40.879661,-81.922833
Property Damage Only,40.820818,-82.009003
Injury Possible,40.990502,-82.110011
Property Damage Only,40.698477,-81.950914
Property Damage Only,40.805416,-82.013336
Property Damage Only,40.967411,-82.054548
Property Damage Only,40.822019,-81.754607
Property Damage Only,40.945834,-81.76333
Property Damage Only,40.988579,-81.688329
Minor Injury Suspected,40.960209,-81.848385
Property Damage Only,40.697249,-81.684601
Minor Injury Suspected,40.784396,-81.692604
Property Damage Only,40.800787,-81.725998
Serious Injury Suspected,40.70888,-82.048073
Minor Injury Suspected,40.975343,-82.045999
Property Damage Only,40.795604,-81.904677
Minor Injury Suspected,40.795747,-81.898097
Property Damage Only,40.945872,-81.798992
Minor Injury Suspected,40.733497,-81.674331
Property Damage Only,40.674955,-81.847798
Property Damage Only,40.947992,-81.956849
Minor Injury Suspected,40.916924,-82.108843
Property Damage Only,40.799653,-81.73474
Minor Injury Suspected,40.796804,-81.830188
Property Damage Only,40.771263,-81.972053
Property Damage Only,40.764313,-81.745251
Injury Possible,40.972902,-82.109077
Property Damage Only,40.901904,-81.804044
Property Damage Only,40.88347,-81.842175
Property Damage Only,40.681386,-82.022748
Property Damage Only,40.918097,-81.775699
Minor Injury Suspected,40.731234,-81.92729
Serious Injury Suspected,40.687321,-81.924331
Property Damage Only,40.97844,-81.824269
Property Damage Only,40.960461,-81.780417
Property Damage Only,40.95826,-81.76576
Property Damage Only,40.96713,-81.78552
Property Damage Only,40.95561,-81.77339
Injury Possible,40.97531,-81.79141
Minor Injury Suspected,40.928269,-82.067748
Property Damage Only,40.960181,-81.657762
Property Damage Only,40.9886,-81.66366
Serious Injury Suspected,40.98171,-81.7744
Minor Injury Suspected,40.98023,-81.76471
Property Damage Only,40.969025,-81.709464
Minor Injury Suspected,40.84198,-81.9641
Minor Injury Suspected,40.951826,-82.109458
Injury Possible,40.988014,-81.759662
Property Damage Only,40.98749,-81.80195
Property Damage Only,40.97215,-81.77913
Property Damage Only,40.980095,-81.764595
Property Damage Only,40.97616,-81.78204
Property Damage Only,40.97044,-81.69629
Property Damage Only,40.960251,-81.659516
Property Damage Only,40.970726,-81.762328
Property Damage Only,40.97783,-81.781915
Property Damage Only,40.858055,-81.964158
Property Damage Only,40.959834,-81.763016
Property Damage Only,40.809842,-81.83994
Property Damage Only,40.981267,-81.770913
Minor Injury Suspected,40.971864,-81.762185
Property Damage Only,40.925117,-82.007285
Property Damage Only,40.737837,-81.817942
Property Damage Only,40.81052,-81.99049
Minor Injury Suspected,40.879875,-81.919402
Property Damage Only,40.986321,-81.79833
Injury Possible,40.975141,-81.704853
Property Damage Only,40.824787,-81.700587
Minor Injury Suspected,40.95567,-81.73632
Property Damage Only,40.7117,-81.83165
Minor Injury Suspected,40.973001,-81.775852
Minor Injury Suspected,40.972912,-81.77541
Property Damage Only,40.9784,-81.778877
Injury Possible,40.965495,-81.781453
Property Damage Only,40.955933,-81.773094
Serious Injury Suspected,40.972729,-81.791961
Property Damage Only,40.972691,-81.785178
Property Damage Only,40.97467,-81.689036
Property Damage Only,40.978587,-81.78145
Property Damage Only,40.960421,-81.780431
Property Damage Only,40.979974,-81.778112
Serious Injury Suspected,40.97523,-81.791992
Property Damage Only,40.97907,-81.899081
Property Damage Only,40.980169,-81.764769
Property Damage Only,40.954564,-81.90016
Property Damage Only,40.97569,-81.78475
Property Damage Only,40.984822,-81.760683
Property Damage Only,40.96451,-81.801138
Serious Injury Suspected,40.98823,-81.76182
Injury Possible,,
Property Damage Only,,
Property Damage Only,40.853679,-81.763882
Property Damage Only,40.841039,-81.932751
Property Damage Only,40.836756,-81.763324
Property Damage Only,40.834639,-81.774534
Property Damage Only,40.788298,-81.936416
Property Damage Only,40.82838,-81.90945
Property Damage Only,40.857778,-81.936111
Property Damage Only,40.809865,-81.915214
Property Damage Only,40.788298,-81.936416
Property Damage Only,40.817633,-81.929366
Property Damage Only,40.83325,-81.784453
Property Damage Only,40.842418,-81.765727
Property Damage Only,40.842334,-81.939492
Property Damage Only,40.843636,-81.76989
Property Damage Only,40.811334,-81.963962
Property Damage Only,40.796376,-81.936228
Property Damage Only,40.840446,-81.778374
Injury Possible,40.804951,-81.929509
Property Damage Only,40.808108,-81.932042
Property Damage Only,40.797096,-81.946944
Property Damage Only,40.804874,-81.936368
Property Damage Only,40.843538,-81.765473
Property Damage Only,40.801053,-81.938607
Property Damage Only,40.804361,-81.947704
Property Damage Only,40.841454,-81.763136
Injury Possible,40.843347,-81.954365
Property Damage Only,40.983209,-81.797446
Minor Injury Suspected,40.857238,-81.915476
Property Damage Only,40.857238,-81.915476
Property Damage Only,40.850799,-81.927176
Property Damage Only,40.828561,-81.931779
Property Damage Only,40.811144,-81.912925
Property Damage Only,40.852904,-81.76388
Property Damage Only,40.802889,-81.953693
Property Damage Only,40.792834,-81.939349
Property Damage Only,40.804944,-81.934384
Property Damage Only,40.843219,-81.768892
Property Damage Only,40.823329,-81.953398
Property Damage Only,40.798629,-81.93684
Minor Injury Suspected,40.80421,-81.922301
Property Damage Only,40.824222,-81.932126
Property Damage Only,40.842845,-81.915993
Property Damage Only,40.800926,-81.93153
Property Damage Only,40.828309,-81.90604
Property Damage Only,40.837315,-81.955452
Property Damage Only,40.850667,-81.916308
Property Damage Only,40.841039,-81.932751
Property Damage Only,40.797048,-81.931791
Property Damage Only,40.811207,-81.963383
Property Damage Only,40.806387,-81.938344
Property Damage Only,40.831806,-81.934369
Property Damage Only,40.843398,-81.764125
Property Damage Only,40.823729,-81.933587
Property Damage Only,40.827254,-81.941401
Property Damage Only,40.843347,-81.954365
Property Damage Only,40.836755,-81.777925
Property Damage Only,40.8545,-81.7858
Property Damage Only,40.848547,-81.774298
Property Damage Only,40.830571,-81.951992
Property Damage Only,40.845541,-81.9756
Property Damage Only,40.840413,-81.924511
Minor Injury Suspected,40.842427,-81.916035
Property Damage Only,40.835486,-81.929115
Property Damage Only,40.797545,-81.924475
Injury Possible,40.844963,-81.939205
Property Damage Only,40.845126,-81.784139
Property Damage Only,40.86545,-81.776304
Property Damage Only,40.842329,-81.772168
Property Damage Only,40.792213,-81.942097
Property Damage Only,40.837315,-81.955452
Property Damage Only,40.808734,-81.95356
Property Damage Only,40.844273,-81.942063
Property Damage Only,40.824722,-81.933556
Property Damage Only,40.858769,-81.951714
Property Damage Only,40.841039,-81.932751
Property Damage Only,40.798906,-81.938618
Property Damage Only,40.850633,-81.953599
Property Damage Only,40.844391,-81.784168
Property Damage Only,40.859347,-81.889142
Property Damage Only,40.833251,-81.926005
Property Damage Only,40.838307,-81.779297
Property Damage Only,40.802742,-81.932085
Property Damage Only,40.960978,-81.656848
Minor Injury Suspected,40.84519,-81.943173
Injury Possible,40.786406,-81.932182
Property Damage Only,40.799369,-81.963694
Property Damage Only,40.840544,-81.946639
Property Damage Only,40.830207,-81.786197
Property Damage Only,40.850774,-81.772081
